experiment,step,epoch,token_avg_loss,loss,eval_loss,grad_norm,learning_rate,total_tokens,eval_runtime,eval_samples_per_second,eval_steps_per_second
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1250,0.12958067692945627,0.4985,1.8154,,0.6916182041168213,0.0001992177921260284,71825,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1250,0.12958067692945627,0.6121,,0.478902667760849,,,61236,53.112,94.141,2.956
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1260,0.13061732234489193,0.461,1.7326,,0.8545060753822327,0.00019920413558952523,67401,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1270,0.1316539677603276,0.4648,1.7578,,0.6922927498817444,0.00019919036134424415,72642,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1280,0.13269061317576322,0.602,1.837,,0.5982839465141296,0.0001991764694065288,76250,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1290,0.13372725859119888,0.4379,1.7102,,0.728273332118988,0.00019916245979286236,62752,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1300,0.13476390400663454,0.5002,1.814,,0.5988628268241882,0.00019914833251986764,74094,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1310,0.13580054942207018,0.5233,1.8747,,0.703936755657196,0.00019913408760430712,67095,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1320,0.13683719483750584,0.4375,1.7156,,0.7485374808311462,0.00019911972506308283,68239,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1330,0.13787384025294147,0.5862,1.8128,,0.6652365326881409,0.00019910524491323638,77748,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1340,0.13891048566837713,0.3974,1.7508,,0.7511788606643677,0.00019909064717194886,59347,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1350,0.1399471310838128,0.4939,1.7886,,0.6251723766326904,0.00019907593185654104,78802,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1360,0.14098377649924843,0.548,1.8584,,0.6464528441429138,0.00019906109898447299,70205,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1370,0.1420204219146841,0.4334,1.7375,,0.8200892806053162,0.00019904614857334444,65740,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1380,0.14305706733011972,0.5131,1.7514,,0.6091346144676208,0.0001990310806408945,75687,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1390,0.14409371274555538,0.4856,1.8151,,0.694347083568573,0.0001990158952050017,65314,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1400,0.14513035816099104,0.4573,1.7097,,0.6623088121414185,0.00019900059228368413,70389,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1410,0.14616700357642667,0.5873,1.7932,,0.5953468084335327,0.00019898517189509909,78859,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1420,0.14720364899186233,0.4654,1.7638,,0.7936296463012695,0.00019896963405754335,60465,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1430,0.148240294407298,0.4998,1.6823,,0.6534949541091919,0.0001989539787894531,78692,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1440,0.14927693982273363,0.4743,1.8764,,0.7372329831123352,0.00019893820610940375,63377,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1450,0.1503135852381693,0.4526,1.6609,,0.6888936161994934,0.00019892231603611007,69816,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1460,0.15135023065360492,0.5098,1.7727,,0.5807368159294128,0.00019890630858842613,77782,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1470,0.15238687606904058,0.4481,1.806,,0.8087381720542908,0.00019889018378534527,59141,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1480,0.15342352148447624,0.4837,1.6816,,0.7055342197418213,0.0001988739416460001,74639,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1490,0.15446016689991188,0.5122,1.7885,,0.5841509103775024,0.00019885758218966238,72476,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1500,0.15549681231534754,0.425,1.7079,,0.7570723295211792,0.0001988411054357431,63700,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1500,0.15549681231534754,0.5703,,0.46813926100730896,,,63107,51.653,96.8,3.04
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1510,0.1565334577307832,0.5408,1.7155,,0.6262417435646057,0.00019882451140379245,79507,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1520,0.15757010314621883,0.4505,1.8833,,0.776981770992279,0.00019880780011349977,61063,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1530,0.1586067485616545,0.4386,1.656,,0.6885315179824829,0.00019879097158469354,68843,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1540,0.15964339397709013,0.557,1.7687,,0.5667031407356262,0.00019877402583734133,75173,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1550,0.1606800393925258,0.439,1.7258,,0.840660572052002,0.00019875696289154977,60008,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1560,0.16171668480796145,0.5329,1.6764,,0.620904803276062,0.00019873978276756455,79656,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1570,0.16275333022339708,0.48,1.7797,,0.6259306073188782,0.00019872248548577048,70415,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1580,0.16378997563883274,0.4801,1.6889,,0.8286176919937134,0.0001987050710666913,69338,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1590,0.16482662105426837,0.4992,1.7875,,0.6463592648506165,0.00019868753953098973,74064,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1600,0.16586326646970403,0.507,1.766,,0.6497504711151123,0.00019866989089946748,67438,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1610,0.1668999118851397,0.4859,1.672,,0.6135083436965942,0.00019865212519306523,73177,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1620,0.16793655730057533,0.429,1.7703,,0.6345811486244202,0.00019863424243286252,70432,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1630,0.168973202716011,0.5399,1.7189,,0.7583489418029785,0.00019861624264007785,63824,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1640,0.17000984813144665,0.5138,1.7909,,0.6818904876708984,0.00019859812583606842,70229,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1650,0.17104649354688228,0.5283,1.7437,,0.5658188462257385,0.0001985798920423305,74734,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1660,0.17208313896231794,0.4079,1.6707,,0.6629351377487183,0.00019856154128049898,65221,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1670,0.17311978437775358,0.5294,1.6762,,0.5747819542884827,0.0001985430735723476,78059,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1680,0.17415642979318924,0.4653,1.8074,,0.7354751229286194,0.0001985244889397889,63067,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1690,0.1751930752086249,0.4277,1.5974,,0.6773425340652466,0.00019850578740487413,74317,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1700,0.17622972062406053,0.5035,1.7616,,0.568976879119873,0.00019848696898979319,69595,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1710,0.1772663660394962,0.455,1.6645,,0.6456495523452759,0.0001984680337168748,62734,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1720,0.17830301145493185,0.5373,1.6758,,0.644303023815155,0.00019844898160858616,80860,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1730,0.1793396568703675,0.4916,1.8063,,0.6506118178367615,0.0001984298126875332,66530,,,
sft_esm3_mlp_combined_qwen3_8b_it_0306_010408,1740,0.18037630228580315,0.4531,1.627,,0.6496635675430298,0.00019841052697646045,71630,,,
