experiment,step,epoch,token_avg_loss,loss,eval_loss,grad_norm,learning_rate,total_tokens,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
sft_lora_esm3_qwen3_8b_it_0225_203237,490,0.7137654770575382,1.9861,7.4039,,0.8948387503623962,0.00018120196403327506,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,500,0.7283321194464676,2.0193,7.1918,,0.8016918897628784,0.00018025658746757367,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,500,0.7283321194464676,2.3741,,2.0409328937530518,,,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,510,0.7428987618353969,2.0043,7.2,,0.8909761309623718,0.00017929061333322427,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,520,0.7574654042243263,1.9959,7.2721,,0.8498202562332153,0.00017830428954406392,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,530,0.7720320466132556,1.9583,7.2607,,0.8186842799186707,0.00017729786923659634,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,540,0.786598689002185,1.8445,7.0243,,0.8030294179916382,0.0001762716107050255,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,550,0.8011653313911143,2.1332,7.526,,1.1255872249603271,0.0001752257773349653,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,560,1.001456664238893,2.0817,7.5788,,1.3192479610443115,0.00017416063753584237,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,570,1.0160233066278224,1.9482,7.2285,,1.0457037687301636,0.00017307646467201008,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,580,1.0305899490167516,1.9302,7.0284,,0.8906469941139221,0.00017197353699259036,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,590,1.045156591405681,2.1079,7.4166,,0.990550696849823,0.00017085213756006198,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,600,1.0597232337946103,2.0143,7.2491,,0.8411230444908142,0.00016971255417761371,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,610,1.0742898761835398,2.0191,7.2446,,0.7568877339363098,0.00016855507931528064,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,620,1.088856518572469,2.0068,7.1396,,0.9923708438873291,0.0001673800100348827,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,630,1.1034231609613985,2.02,6.9656,,0.8809366226196289,0.0001661876479137848,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,640,1.1179898033503277,1.9973,7.2932,,1.230200171470642,0.00016497829896749825,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,650,1.1325564457392572,1.8439,7.1353,,0.8767349123954773,0.00016375227357114265,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,660,1.1471230881281864,1.9899,7.1985,,0.9384778141975403,0.00016250988637978955,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,670,1.1616897305171159,1.923,7.2136,,0.7495748400688171,0.00016125145624770702,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,680,1.1762563729060451,2.1096,6.9185,,0.8658473491668701,0.00015997730614652713,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,690,1.1908230152949746,1.9358,7.2236,,1.0959267616271973,0.0001586877630823562,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,700,1.2053896576839038,2.0148,7.1629,,0.7199931740760803,0.00015738315801184998,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,710,1.2199563000728333,1.9595,6.8026,,0.9079074263572693,0.00015606382575727472,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,720,1.2345229424617625,1.8509,7.2762,,0.9284186959266663,0.00015473010492057627,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,730,1.249089584850692,1.8045,7.0706,,1.0248831510543823,0.0001533823377964791,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,740,1.2636562272396212,1.949,6.8715,,1.09312105178833,0.00015202087028463743,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,750,1.2782228696285507,1.899,7.2023,,0.9626550078392029,0.00015064605180086153,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,750,1.2782228696285507,2.4034,,2.0215253829956055,,,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,760,1.29278951201748,2.0545,6.9628,,0.7817862033843994,0.00014925823518744126,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,770,1.3073561544064094,1.9831,7.1078,,1.4157705307006836,0.0001478577766225904,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,780,1.3219227967953386,1.8776,6.9368,,0.8851209282875061,0.0001464450355290347,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,790,1.336489439184268,1.8791,6.8772,,0.8886717557907104,0.00014502037448176734,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,800,1.3510560815731973,2.0229,7.407,,1.3399115800857544,0.00014358415911499544,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,810,1.3656227239621268,1.8414,7.0139,,0.9274613261222839,0.00014213675802830116,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,820,1.380189366351056,1.9979,6.8854,,0.7655405402183533,0.0001406785426920421,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,830,1.3947560087399855,2.0442,7.3931,,0.8826671838760376,0.00013920988735201465,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,840,1.4093226511289147,1.9633,6.8915,,0.8692143559455872,0.00013773116893340517,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,850,1.4238892935178442,1.977,7.0366,,0.9274516701698303,0.00013624276694405345,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,860,1.4384559359067735,1.9702,7.2193,,1.0890690088272095,0.00013474506337705333,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,870,1.453022578295703,1.9572,6.9514,,1.009541392326355,0.00013323844261271564,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,880,1.4675892206846322,1.9298,7.0635,,1.0873162746429443,0.00013172329131991832,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,890,1.4821558630735616,1.9721,6.8854,,1.1497869491577148,0.0001301999983568691,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,900,1.4967225054624909,1.9562,6.7405,,1.0821276903152466,0.00012866895467130658,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,910,1.51128914785142,2.1664,7.2513,,1.082902193069458,0.00012713055320016486,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,920,1.5258557902403496,1.8767,6.9176,,0.9513543844223022,0.00012558518876872748,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,930,1.540422432629279,1.9408,6.7523,,1.0718783140182495,0.00012403325798929717,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,940,1.5549890750182083,2.0681,7.285,,1.6702196598052979,0.00012247515915940664,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,950,1.5695557174071375,1.9152,7.0593,,1.1109275817871094,0.00012091129215959674,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,960,1.584122359796067,1.9735,7.2329,,0.8307268023490906,0.00011934205835078873,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,970,1.5986890021849964,2.0059,7.2307,,1.0232528448104858,0.00011776786047127648,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,980,1.6132556445739257,1.8363,6.6112,,1.345300555229187,0.00011618910253336488,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,990,1.627822286962855,1.8696,7.1197,,1.5716675519943237,0.00011460618971968165,,,,,,,,,
sft_lora_esm3_qwen3_8b_it_0225_203237,1000,1.6423889293517844,2.0072,6.8544,,1.0481414794921875,0.00011301952827918874,,,,,,,,,
