experiment,approach,step,num_samples,bleu_overall,rouge_l_overall,bleu_function,bleu_catalytic,bleu_domain,bleu_general,rouge_l_function,rouge_l_catalytic,rouge_l_domain,rouge_l_general
sft_text_combined_qwen3_8b_it_0307_190324,text,6750,40,0.2558123070780664,0.4328391185639623,0.21683663724215418,0.33234560552457626,0.1599155081813273,0.3141514773642081,0.345875670250171,0.4948240315096557,0.44034022987570837,0.45031654262031406
sft_text_combined_qwen3_8b_it_0307_190324,text,7000,40,0.23252804674100863,0.4224634700650829,0.2170177880385372,0.36984353415325233,0.08703123387534961,0.25621963089689553,0.33621952000475575,0.5196931746253982,0.3919691017142989,0.44197208391587833
sft_text_combined_qwen3_8b_it_0307_190324,text,7250,40,0.2153969600521088,0.41563887405199973,0.1606141774522225,0.309501410434387,0.13950881660956588,0.25196343571226,0.3018206226234651,0.5137602943643528,0.42615693229134816,0.4208176469288329
sft_text_combined_qwen3_8b_it_0307_190324,text,7500,40,0.2625258552009401,0.4336821161125045,0.21476818091419805,0.36021971694535326,0.16265743801811192,0.31245808492609706,0.33176819885060826,0.530932397865938,0.4384447586834728,0.4335831090499986
sft_text_combined_qwen3_8b_it_0307_190324,text,7750,40,0.2292931855095596,0.42203817609402783,0.2180932323753312,0.3088550591862762,0.07654257099445713,0.3136818794821742,0.34347832385091026,0.5092032128750055,0.3780390189520625,0.45743214869813337
sft_text_combined_qwen3_8b_it_0307_190324,text,8000,40,0.23751817675153233,0.4339671358488131,0.3325632700498501,0.24096636727722848,0.0628451202405685,0.3136979494384823,0.43724746457842656,0.4911417599834705,0.365340744957024,0.4421385738763311
sft_text_combined_qwen3_8b_it_0307_190324,text,8250,40,0.2571557887323802,0.43217539690121276,0.16223927454788986,0.36717699992391173,0.14967096710211375,0.3495359133556054,0.2916194380202765,0.5313564217699176,0.4221992694936782,0.48352645832097885
sft_text_combined_qwen3_8b_it_0307_190324,text,8500,40,0.265198090185331,0.44783710701344265,0.27325708368198454,0.2859106434917378,0.24557629185306692,0.25604834171453494,0.3861853100415812,0.5099106316112086,0.4604945925915267,0.4347578938094543
sft_text_combined_qwen3_8b_it_0307_190324,text,8750,40,0.18542087321958173,0.3941013077364456,0.23746722850673402,0.125036246897018,0.12410393906912695,0.2550760784054482,0.34683018211163197,0.4050893907224567,0.4227943118639564,0.4016913462477373
sft_text_combined_qwen3_8b_it_0307_190324,text,9000,40,0.1869745339276404,0.40425102790465833,0.21726432827914902,0.15260433493625908,0.14084076054134828,0.23718871195380536,0.351539671306589,0.42600706314873193,0.43093829071354967,0.4085190864497627
sft_text_combined_qwen3_8b_it_0307_190324,text,9250,40,0.2560639588451087,0.4346889207416103,0.286715766707276,0.35788965722187827,0.10884336042961484,0.27080705102166547,0.4164295190110465,0.5188098664251699,0.3890193378477577,0.4144969596824669
sft_text_combined_qwen3_8b_it_0307_190324,text,9500,40,0.2541864614805499,0.4443438781560903,0.2697906359639176,0.3683846201297009,0.11957512871229517,0.2589954611162858,0.39190696838823974,0.5519140428335373,0.4177497195050036,0.41580478189758024
