experiment,_step,mean_reward,max_reward,min_reward,reward_std,pg_loss,kl_penalty,reward/format_bonus,reward/plddt,reward/quality_alignment,reward/numerical_accuracy,reward/category_match,reward/predicted_plddt,reward/ptm,reward/correct_index,reward/predicted_index,reward/focal_weight,diagnostics/grad_norm_lora,diagnostics/grad_norm_multimodal,diagnostics/completion_mean_length,diagnostics/frac_reward_zero_std,diagnostics/advantage_std,loss
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,80,0.7359375134110451,1.100000023841858,0.02500000037252903,0.4586307629942894,-0.012371647986583412,0,0.07187500000000002,,,,,,,1.9375,1.859375,,0.7916443049907684,0.0,7.8125,0.4375,0.07888981839641929,-0.012371647986583412
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,85,0.6853125244379044,1.100000023841858,0.12000000029802323,0.4452185247093439,-0.011920585855841636,0,0.07906250000000005,,,,,,,2.5,2.046875,,0.8822356104850769,0.0,7.7,0.5,0.1621298586949706,-0.011920585855841636
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,90,0.7515625149011612,1.100000023841858,0.25000000074505807,0.3843445468693972,0.007284511090256273,0,0.08281250000000004,,,,,,,2.625,2.228125,,0.868581223487854,0.0,8.925,0.575,0.10507267881184816,0.007284511090256273
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,95,0.6425781399011612,1.100000023841858,0.037500000558793545,0.4730662666261196,0.003478126716800034,0,0.08007812500000003,,,,,,,2.5,1.8046875,,0.8730537742376328,0.0,8.6875,0.5625,0.0797678220551461,0.003478126716800034
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,100,0.682187519967556,1.0000000216066838,0.13000000044703483,0.3613438710570335,-0.0008400680962949991,0,0.07906250000000004,,,,,,,2.1,1.934375,,0.8348494410514832,0.0,7.925,0.5,0.10679644402116537,-0.0008400680962949991
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,105,0.6015625298023224,1.100000023841858,0.05000000074505806,0.5103750228881836,0.007079508155584335,0,0.08593750000000003,,,,,,,3.25,1.609375,,0.9999991059303284,0.0,8.0,0.25,0.10504959337413311,0.007079508155584335
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,110,0.6449999988079071,1.100000023841858,0.11000000014901161,0.4447839893400669,-0.003960622847080231,0,0.07625000000000004,,,,,,,2.325,2.246875,,0.8406438708305359,0.0,9.025,0.4,0.11578976400196553,-0.003960622847080231
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,115,0.5681250125169754,1.100000023841858,0.020000000298023225,0.47128157317638397,-0.011637968511786312,0,0.07437500000000002,,,,,,,2.8,2.44375,,0.8055814981460572,0.0,16.025,0.55,0.11120714582502841,-0.011637968511786312
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,120,0.7739583353201548,1.100000023841858,0.06666666766007741,0.4459829280773799,0.014878806890919805,0,0.08645833333333337,,,,,,,2.375,1.9583333333333333,,0.9034775892893473,0.0,9.666666666666666,0.4583333333333333,0.19445323261121908,0.014878806890919805
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,125,0.6725000262260437,1.100000023841858,0.030000000447034835,0.477260422706604,0.009931313060224056,0,0.08500000000000003,,,,,,,1.875,1.85625,,0.9619734048843384,0.0,12.125,0.4,0.23579299226403236,0.009931313060224056
grpo_proteinlm_mlp_sft_qwen3_8b_it_0311_091513,130,0.6706250131130218,1.100000023841858,0.020000000298023225,0.44184155762195587,-0.007604394992813468,0,0.08000000000000003,,,,,,,2.2,1.478125,,0.8019142508506775,0.0,8.75,0.45,0.18822574913501738,-0.007604394992813468
grpo_structure_text_sft_qwen3_8b_it_0311_142908,5,0.3205782353878021,0.956227570772171,0.0,0.21681299805641174,0.3444270703941584,0,0.00140625,74.8155,0.24843749999999992,0.01870322769526953,0.05203124999999999,65.72920887445888,0.0,,,,0.9999998807907104,0.0,48.25,0.0,0.20048003494739533,0.3444270703941584
grpo_structure_text_sft_qwen3_8b_it_0311_142908,10,0.4481637865304947,0.9805449068546295,0.0,0.23879548907279968,-0.23892558068037034,0,0.00015625,79.03025,0.3012499999999999,0.060976286643029745,0.08578124999999999,68.3455939309057,0.0,,,,0.9999999165534973,0.0,48.125,0.0,0.22504903972148896,-0.23892558068037034
grpo_structure_text_sft_qwen3_8b_it_0311_142908,15,0.5503070235252381,0.9982588350772857,0.052363411171882035,0.25710233896970747,-0.22237193807959557,0,0.0,78.776,0.32906249999999976,0.10733827678946015,0.11390625000000001,68.71424613902664,0.0,,,,0.9999996542930603,0.0,37.475,0.0,0.2351556435227394,-0.22237193807959557
grpo_structure_text_sft_qwen3_8b_it_0311_142908,20,0.6035640180110932,0.9989454030990601,0.09092716582758839,0.25807261615991595,-0.09592175111174583,0,0.0,79.32550000000002,0.34781249999999975,0.12309527515339176,0.13265624999999998,70.11015624999999,0.0,,,,0.9999995112419129,0.0,33.325,0.0,0.23398437201976777,-0.09592175111174583
grpo_structure_text_sft_qwen3_8b_it_0311_142908,25,0.6757374405860901,0.9976834833621979,0.2236788266220306,0.26634067893028257,-0.1043758787214756,0,0.00015625,80.47949999999994,0.3528124999999997,0.15683117895917353,0.16593750000000004,79.21140625,0.0,,,,0.9999994277954102,0.0,32.9,0.0,0.2234536051750183,-0.1043758787214756
grpo_structure_text_sft_qwen3_8b_it_0311_142908,30,0.6975743174552917,0.9995553910732269,0.26558138978653006,0.2645357444882393,-0.03339824452996254,0,0.00015625,80.9355,0.3590624999999997,0.1733555697445956,0.1650000000000001,85.1503125,0.0,,,,0.9107328534126282,0.0,33.175,0.0,0.1606845885515213,-0.03339824452996254
grpo_structure_text_sft_qwen3_8b_it_0311_142908,35,0.7425214529037476,1.0204424738883973,0.36805013516682267,0.2526088897138834,0.016850753873586654,0,0.0034374999999999996,80.66499999999998,0.3496874999999997,0.18924019722287055,0.20015625000000012,87.07671874999998,0.0,,,,0.9889432072639466,0.0,33.6,0.0,0.0743251284584403,0.016850753873586654
grpo_structure_text_sft_qwen3_8b_it_0311_142908,40,0.7650396049022674,1.0541544198989867,0.36824271231889727,0.23681244924664496,0.011178485862910748,0,0.06218749999999995,80.89225000000002,0.3449999999999997,0.18628960150274596,0.17156250000000012,85.905,0.0,,,,0.9817412495613098,0.0,35.9,0.0,0.09133309684693813,0.011178485862910748
grpo_structure_text_sft_qwen3_8b_it_0311_142908,45,0.8172617673873901,1.0934343934059143,0.40488155707716944,0.23297012969851494,-0.031061239261180162,0,0.09984374999999987,78.75399999999999,0.34999999999999964,0.19491802373174322,0.1725000000000001,82.441875,0.0,,,,0.945140790939331,0.0,36.1,0.0,0.13030576929450036,-0.031061239261180162
grpo_structure_text_sft_qwen3_8b_it_0311_142908,50,0.8839018702507019,1.0920777440071106,0.45503837168216704,0.1869061827659607,-0.04119796231389046,0,0.09999999999999988,80.48874999999998,0.3699999999999996,0.2010893750577228,0.21281250000000015,80.16374999999998,0.0,,,,0.9999993801116943,0.0,35.95,0.0,0.1488952800631523,-0.04119796231389046
grpo_structure_text_sft_qwen3_8b_it_0311_142908,55,0.8204469323158264,1.0942684054374694,0.37581791579723356,0.21989460811018943,-0.008288434101268649,0,0.09999999999999988,79.72975,0.3499999999999997,0.18482192866566038,0.18562500000000012,79.81156250000001,0.0,,,,0.9999992966651916,0.0,35.95,0.0,0.11805940382182598,-0.008288434101268649
grpo_structure_text_sft_qwen3_8b_it_0311_142908,60,0.9333379447460175,1.0997166156768798,0.5089869260787964,0.16014964394271375,-0.007643648143857718,0,0.09999999999999988,81.82124999999999,0.3649999999999996,0.21661920477651822,0.25171875000000027,79.67578125,0.0,,,,0.9999993443489075,0.0,35.875,0.0,0.10238364785909652,-0.007643648143857718
grpo_structure_text_sft_qwen3_8b_it_0311_142908,65,0.9535457193851471,1.099786639213562,0.478522926568985,0.1860110193490982,-0.034863559436053036,0,0.09999999999999988,82.65450000000001,0.38499999999999956,0.22948321919218873,0.23906250000000023,82.43125,0.0,,,,0.9999993324279786,0.0,35.975,0.0,0.12002030909061431,-0.034863559436053036
grpo_structure_text_sft_qwen3_8b_it_0311_142908,70,0.8788506329059601,1.0971688508987427,0.425751331448555,0.20552027300000192,-0.010974653856828808,0,0.09999999999999988,78.93475000000001,0.3449999999999997,0.20697564502900828,0.22687500000000022,80.185,0.0,,,,0.9999993324279786,0.0,35.9,0.0,0.09031152129173278,-0.010974653856828808
grpo_structure_text_sft_qwen3_8b_it_0311_142908,75,0.8951194047927856,1.0989878177642822,0.46822153627872465,0.21382777914404869,-0.0030560864135622976,0,0.09999999999999988,80.42749999999997,0.3649999999999996,0.2051194002004923,0.22500000000000023,82.605625,0.0,,,,0.9637675762176514,0.0,35.9,0.0,0.07474918831139803,-0.0030560864135622976
grpo_structure_text_sft_qwen3_8b_it_0311_142908,80,0.8179821193218231,1.0954044818878175,0.3532915830612183,0.2935350313782692,0.01568143875338137,0,0.09999999999999988,79.30949999999999,0.34499999999999964,0.19063837874622663,0.1823437500000001,84.659375,0.0,,,,0.9999992609024048,0.0,35.95,0.0,0.07815312761813402,0.01568143875338137
grpo_structure_text_sft_qwen3_8b_it_0311_142908,85,0.8736308813095093,1.0797052025794982,0.47298563122749326,0.18361981436610222,-0.0032187959412112834,0,0.09999999999999988,79.9795,0.33999999999999975,0.2147246157969494,0.21890625000000022,79.6740625,0.0,,,,0.9746633052825928,0.0,36.025,0.0,0.09784179171547294,-0.0032187959412112834
grpo_structure_text_sft_qwen3_8b_it_0311_142908,90,0.8223563730716705,1.0857143998146057,0.4677891284227371,0.21796963308006526,0.0007890292908996344,0,0.09999999999999988,78.86524999999999,0.33499999999999963,0.19329385321085282,0.19406250000000014,80.02031249999999,0.0,,,,0.982809329032898,0.0,35.925,0.0,0.11365241203457117,0.0007890292908996344
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,5,0.5183518171310425,1.029790711402893,0.10631928395239357,0.2586595803499222,-0.5742730095982551,0,0.06125000000000004,74.81550000000001,0.29875000000000007,0.07069556647750704,0.08765624999999999,65.19341344512402,0.0,,,,2.8886131708816263e-09,1.0,83.95,0.0,0.22786693945527076,-0.5742730095982551
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,10,0.5822423666715622,1.0363764643669129,0.11358499533234863,0.26804394349455835,-0.7729952350258827,0,0.06671875000000002,79.03025,0.32625000000000015,0.08474237245089397,0.10453124999999999,68.50273615066803,0.0,,,,3.5040819579279512e-09,0.9999999284744263,86.325,0.025,0.24459001570940017,-0.7729952350258827
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,15,0.5849887952208519,1.0710183888673783,0.10947900200520229,0.2746435604989529,-0.8412836998701095,0,0.06390625000000001,78.77600000000001,0.3271875000000001,0.08514504474168291,0.10874999999999999,66.94592958753003,0.0,,,,1.3294916834105663e-09,0.9999999284744263,79.0,0.0,0.2624107986688614,-0.8412836998701095
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,20,0.6205198720097542,1.076043352484703,0.18135628513700794,0.2719832964241505,-0.5875926420092583,0,0.06765625,79.3255,0.34906250000000016,0.09411363263555655,0.10968749999999998,69.0424087451581,0.0,,,,2.1584638076888042e-09,0.9999999761581421,78.25,0.0,0.2435286097228527,-0.5875926420092583
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,25,0.5815486684441566,1.067223733663559,0.07754083015024663,0.2913897715508938,-1.004653650522232,0,0.06531250000000002,80.4795,0.3259375000000001,0.08482990829466615,0.10546875,67.7050973289607,0.0,,,,2.883664174113676e-09,0.9999999642372132,91.525,0.025,0.2609876058995724,-1.004653650522232
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,30,0.6161403119564056,1.0751155376434327,0.09493840243667365,0.27649512588977815,-1.107549388706684,0,0.06656250000000002,80.9355,0.3465625000000001,0.09004656127293705,0.11296874999999995,67.4989059022331,0.0,,,,1.7410740960066563e-09,1.0,81.925,0.0,0.26321992501616476,-1.107549388706684
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,35,0.5853317692875862,1.082143422961235,0.07044545211829245,0.31332884505391123,-1.0206551477313042,0,0.06578125000000001,80.66499999999999,0.31187500000000007,0.09564427238009748,0.11203124999999999,70.59122091846963,0.0,,,,2.7495715149150612e-09,0.9999999284744263,93.25,0.0,0.2702025927603245,-1.0206551477313042
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,40,0.5743788942694664,1.0572052657604218,0.09016842647006343,0.28343304619193077,-1.412232431024313,0,0.061093750000000016,80.89225,0.3265625000000001,0.08031638490855988,0.10640625,68.59373678098652,0.0,,,,2.728164782972442e-09,1.0000000238418578,89.8,0.025,0.2591961808502674,-1.412232431024313
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,45,0.5967011988162995,1.0473598927259444,0.09623006135225295,0.27032439336180686,-0.9213242694735527,0,0.0665625,78.75399999999999,0.3268750000000001,0.08935744316347598,0.11390624999999999,68.14307563206168,0.0,,,,1.8400648116312368e-09,0.9999999761581421,85.45,0.025,0.25178962722420695,-0.9213242694735527
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,50,0.6003770843148232,1.0728377759456635,0.15636214166879653,0.2664785698056221,-0.9926099520176649,0,0.0684375,80.48874999999998,0.34250000000000014,0.09240833728932009,0.09703124999999999,68.86833572223107,0.0,,,,2.372344010126426e-09,0.9999999642372132,82.725,0.0,0.25030759498476984,-0.9926099520176649
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,55,0.5984720557928085,1.0791550934314729,0.06611730027943849,0.2862871453166008,-1.2236744970083238,0,0.0675,79.72975000000002,0.3343750000000001,0.09206581746420416,0.10453124999999996,67.45039267539615,0.0,,,,1.9674627038668293e-09,1.0,81.125,0.0,0.27699128091335296,-1.2236744970083238
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,60,0.5616423450410366,1.065490436553955,0.0972158051095903,0.2830186761915684,-1.0624597042798996,0,0.061562500000000006,81.82124999999999,0.32093750000000015,0.08164234269760731,0.0975,67.11910020398837,0.0,,,,3.0131019013168724e-09,0.7999999761581421,93.075,0.05,0.25041453428566457,-1.0624597042798996
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,65,0.5933947190642357,1.0782757699489594,0.10513640642166137,0.28397185131907465,-1.314101940393448,0,0.06281250000000002,82.6545,0.3456250000000002,0.08370722537498756,0.10125000000000002,67.80782408912648,0.0,,,,2.381046648736174e-09,0.9999999165534973,87.525,0.05,0.26203928142786026,-1.314101940393448
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,70,0.5870687261223793,1.0766791254281998,0.12089552935212851,0.28449028804898263,-1.207991649210453,0,0.06546875000000002,78.93475,0.3300000000000002,0.08753747403300595,0.10406249999999997,66.92407673326035,0.0,,,,1.8368461807138915e-09,0.9999999880790711,87.475,0.0,0.26820234283804895,-1.207991649210453
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,75,0.5999843031167984,1.0732469737529755,0.09169943404108523,0.2714192748069763,-1.1077567622065545,0,0.06984375000000001,80.4275,0.33656250000000015,0.08670304986368985,0.10687499999999998,67.28895585556555,0.0,,,,2.942075694178925e-09,0.9999999880790711,85.575,0.0,0.25788051784038546,-1.1077567622065545
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,80,0.6064052015542984,1.0832112967967986,0.10657969521125779,0.29788771346211435,-1.304894521087408,0,0.06843750000000001,79.30949999999999,0.32531250000000006,0.09640520711438388,0.11625,69.61687643700797,0.0,,,,2.1365917368676435e-09,0.9999999284744263,86.325,0.025,0.27018478363752363,-1.304894521087408
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,85,0.5367129936814308,1.066190692782402,0.07059335676021875,0.2870049148797989,-0.7646876752376557,0,0.06140625000000003,79.9795,0.30468750000000006,0.08015049070240932,0.09046874999999997,66.20274523101419,0.0,,,,1.306322172656138e-09,0.9999999642372132,87.275,0.05,0.2613449886441231,-0.7646876752376557
grpo_structure_mlp_sft_qwen3_8b_it_0312_011859,90,0.5333277150988579,1.0467557519674302,0.07195628380896153,0.28858036994934083,-1.2091928102076053,0,0.064375,78.86525,0.29406250000000006,0.0820777136671972,0.09281249999999999,68.89642706739457,0.0,,,,1.465759014163126e-09,0.9999999523162841,89.525,0.075,0.24187356531620025,-1.2091928102076053
grpo_structure_text_sft_qwen3_8b_it_0312_032738,5,0.6280056893825531,1.0930547833442688,0.20243290178477763,0.2589996114373207,-0.6532966077327729,0,0.08999999999999994,74.8155,0.3218749999999998,0.09800568954616044,0.11812499999999997,63.3724789503233,0.0,,,,0.9999997973442077,0.0,82.375,0.0,0.2370198205113411,-0.6532966077327729
grpo_structure_text_sft_qwen3_8b_it_0312_032738,10,0.6789233684539795,1.0982641100883483,0.2801558434963226,0.25545708239078524,-0.5098941057920456,0,0.09546874999999991,79.03025,0.34624999999999967,0.1101733694439169,0.12703124999999998,66.35036182040241,0.0,,,,0.9999997615814209,0.0,89.325,0.0,0.23620797842741012,-0.5098941057920456
grpo_structure_text_sft_qwen3_8b_it_0312_032738,15,0.7077693581581116,1.0995556712150574,0.3008387856185436,0.2871477842330933,-0.409879732131958,0,0.0987499999999999,78.776,0.34062499999999973,0.12964435834038837,0.13875,74.34046875,0.0,,,,0.9999996423721313,0.0,68.25,0.0,0.22709587961435318,-0.409879732131958
grpo_structure_text_sft_qwen3_8b_it_0312_032738,20,0.7794802129268646,1.0984670519828796,0.3411537542939186,0.2724118873476982,-0.07397086024284363,0,0.09984374999999987,79.32550000000002,0.35499999999999965,0.16526144670377566,0.1593750000000001,85.29015625000001,0.0,,,,0.8873705863952637,0.0,52.125,0.0,0.15329109467566013,-0.07397086024284363
grpo_structure_text_sft_qwen3_8b_it_0312_032738,25,0.8430836021900177,1.0999033570289611,0.45313575491309166,0.23348783887922764,-0.024343668855726718,0,0.09999999999999988,80.47949999999994,0.3543749999999997,0.19323982954268318,0.19546875000000014,87.676875,0.0,,,,0.7028494596481323,0.0,51.15,0.0,0.07524590902030467,-0.024343668855726718
grpo_structure_text_sft_qwen3_8b_it_0312_032738,30,0.8139556884765625,1.0960111379623414,0.3823373384773731,0.2526694245636463,-0.024845067947171628,0,0.09999999999999988,80.9355,0.3599999999999996,0.18426818407545967,0.16968750000000007,85.96421875000001,0.0,,,,0.716351306438446,0.0,51.0,0.0,0.09510872215032577,-0.024845067947171628
grpo_structure_text_sft_qwen3_8b_it_0312_032738,35,0.8734918355941772,1.0977935314178466,0.4608784273266792,0.2212018720805645,-0.007249923422932625,0,0.09999999999999988,80.66499999999998,0.3499999999999997,0.20411682387945293,0.21937500000000018,82.71906249999999,0.0,,,,0.9999993681907654,0.0,50.975,0.0,0.09770382642745971,-0.007249923422932625
grpo_structure_text_sft_qwen3_8b_it_0312_032738,40,0.8439237654209137,1.0952525734901428,0.4605889283120632,0.20453320890665055,-0.0020662594586610796,0,0.09999999999999988,80.89225000000002,0.3449999999999997,0.18611125665185682,0.21281250000000015,77.50203124999999,0.0,,,,0.9999995231628418,0.0,50.65,0.0,0.13110448122024537,-0.0020662594586610796
grpo_structure_text_sft_qwen3_8b_it_0312_032738,45,0.8258880257606507,1.09812833070755,0.4717024028301239,0.20321902632713318,0.00776205649599433,0,0.09999999999999988,78.75399999999999,0.34999999999999964,0.18604428947292037,0.18984375000000014,75.3665625,0.0,,,,0.9999995231628418,0.0,50.3,0.0,0.1234642043709755,0.00776205649599433
grpo_structure_text_sft_qwen3_8b_it_0312_032738,50,0.8997363805770874,1.0916430592536925,0.49367724657058715,0.18439585566520691,-0.009327232278883458,0,0.09999999999999988,80.48874999999998,0.3699999999999996,0.20426763332470727,0.22546875000000025,78.8684375,0.0,,,,0.9999995231628418,0.0,50.4,0.0,0.10792433619499206,-0.009327232278883458
grpo_structure_text_sft_qwen3_8b_it_0312_032738,55,0.8550286889076233,1.0743555188179017,0.47514139041304587,0.19720704555511476,0.008679553796537221,0,0.09999999999999988,79.72975,0.3499999999999997,0.19643494137155362,0.20859375000000022,80.18421875,0.0,,,,0.9999993443489075,0.0,50.4,0.0,0.08529633115977049,0.008679553796537221
grpo_structure_text_sft_qwen3_8b_it_0312_032738,60,0.9309783041477203,1.09712815284729,0.6535090029239654,0.14107614904642105,-0.010748625919222831,0,0.09999999999999988,81.82124999999999,0.3649999999999996,0.21238456932547706,0.25359375000000023,78.81,0.0,,,,0.9978970170021058,0.0,50.175,0.0,0.04938152637332678,-0.010748625919222831
grpo_structure_text_sft_qwen3_8b_it_0312_032738,65,0.9618664741516113,1.099955105781555,0.5975142300128937,0.16614002771675587,-0.006203541136346758,0,0.09999999999999988,82.65450000000001,0.38499999999999956,0.23171022019516388,0.24515625000000024,82.77328125,0.0,,,,0.8755418419837951,0.0,50.775,0.0,0.0697697902098298,-0.006203541136346758
grpo_structure_text_sft_qwen3_8b_it_0312_032738,70,0.8762699663639069,1.0975696444511414,0.5055493049323558,0.19230901822447777,-0.01621874077245593,0,0.09999999999999988,78.93475000000001,0.3449999999999997,0.20298871649862407,0.2282812500000002,79.72812499999998,0.0,,,,0.9990313053131104,0.0,50.175,0.0,0.04794451110064983,-0.01621874077245593
grpo_structure_text_sft_qwen3_8b_it_0312_032738,75,0.9047347128391265,1.0997801303863526,0.5246880739927292,0.20252586677670478,0.008977141976356507,0,0.09999999999999988,80.42749999999997,0.3649999999999996,0.2095784500653099,0.23015625000000023,81.9715625,0.0,,,,0.9999995827674866,0.0,50.575,0.0,0.0626857964321971,0.008977141976356507
grpo_structure_text_sft_qwen3_8b_it_0312_032738,80,0.8223267376422883,1.098543894290924,0.37709971219301225,0.2769530862569809,-0.000563306175172329,0,0.09999999999999988,79.30949999999999,0.34499999999999964,0.18888923128091722,0.1884375000000001,82.87328124999999,0.0,,,,0.965418565273285,0.0,50.625,0.0,0.05008178977295756,-0.000563306175172329
grpo_structure_text_sft_qwen3_8b_it_0312_032738,85,0.8658391952514648,1.0815173447132111,0.5314181365072728,0.1828749492764473,-0.011298456182703375,0,0.09999999999999988,79.9795,0.33999999999999975,0.20646418615866424,0.21937500000000018,78.74578125,0.0,,,,0.9999993443489075,0.0,50.175,0.0,0.05899137407541275,-0.011298456182703375
grpo_structure_text_sft_qwen3_8b_it_0312_032738,90,0.8443510711193085,1.0907023668289184,0.5651659935712814,0.18661229647696018,0.010435284581035376,0,0.09999999999999988,78.86524999999999,0.33499999999999963,0.2049760647583025,0.2043750000000002,80.521875,0.0,,,,0.9695541739463807,0.0,50.35,0.0,0.056978417187929155,0.010435284581035376
grpo_structure_mlp_sft_frozen_mm_qwen3_8b_it_0312_101631,5,0.5559497132897377,1.0519546419382095,0.12524541825987398,0.24866263717412948,-0.6835427153855562,0,0.06500000000000002,74.81550000000001,0.3159375000000001,0.07798096650917606,0.09703124999999999,66.70554474232665,0.0,,,,0.999999737739563,0.0,82.475,0.0,0.23431882560253142,-0.6835427153855562
